"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","24","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","8","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","76","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","12","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","0","53","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","52","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","115","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","962","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","36","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","4","1","0.000000","0","0"
"/Game/UserInterface/PostProcess/PostProcessDesaturate.PostProcessDesaturate","0","0","4","1","0.000000","0","0"
"/Game/MainCharacter/Whisps/OceanWhisp_Mat.OceanWhisp_Mat","0","0","56","1","0.000000","0","0"
"/Game/MainCharacter/Whisps/FireWhisp_Mat.FireWhisp_Mat","0","0","56","1","0.000000","0","0"
"/Game/MainCharacter/Whisps/DruidWhisp_Mat.DruidWhisp_Mat","0","0","56","1","0.000000","0","0"
"/Game/MainCharacter/Meshes/Particles/Sprites/Dirt_Stone__7__Mat.Dirt_Stone__7__Mat","0","0","168","1","0.000000","0","0"
"/Game/MainCharacter/Meshes/Particles/Sprites/Dirt_Stone__6__Mat.Dirt_Stone__6__Mat","0","0","168","1","0.000000","0","0"
"/Game/MainCharacter/Meshes/Particles/Sprites/Dirt_Stone__3__Mat.Dirt_Stone__3__Mat","0","0","168","1","0.000000","0","0"
"/Game/MainCharacter/Meshes/Particles/Sprites/Dirt_Stone__2__Mat.Dirt_Stone__2__Mat","0","0","168","1","0.000000","0","0"
"/Game/MainCharacter/Gunblade/Trails_Particles/Sprites/StallSprite_Mat.StallSprite_Mat","0","0","168","1","0.000000","0","0"
"/Game/MainCharacter/Gunblade/Trails_Particles/M_BaseTrail.M_BaseTrail","0","0","126","1","0.000000","0","0"
"/Game/MainCharacter/Gunblade/Trails_Particles/Sprites/RestoreSprite_Mat.RestoreSprite_Mat","0","0","168","1","0.000000","0","0"
"/Game/MainCharacter/Meshes/Space_Character.Space_Character","0","0","24","1","0.000000","0","0"
"/Game/MainCharacter/Meshes/PolySphere2_9.PolySphere2_9","0","0","24","1","0.000000","0","0"
"/Game/MainCharacter/Meshes/PolySphere2_11.PolySphere2_11","0","0","24","1","0.000000","0","0"
"/Game/MainCharacter/Meshes/Neck5.Neck5","0","0","24","1","0.000000","0","0"
"/Game/MainCharacter/Gunblade/Trails_Particles/Sprites/Smoke2_Mat.Smoke2_Mat","0","0","168","1","0.000000","0","0"
"/Game/MainCharacter/Gunblade/Trails_Particles/Sprites/Damage_Mat.Damage_Mat","0","0","168","1","0.000000","0","0"
"/Game/MainCharacter/Gunblade/GB_Trigger.GB_Trigger","0","0","73","1","0.000000","0","0"
"/Game/MainCharacter/Gunblade/GB_GuardR.GB_GuardR","0","0","73","1","0.000000","0","0"
"/Game/MainCharacter/Gunblade/GB_GuardL.GB_GuardL","0","0","73","1","0.000000","0","0"
"/Game/MainCharacter/Gunblade/GB_Grip.GB_Grip","0","0","73","1","0.000000","0","0"
"/Game/MainCharacter/Gunblade/GB_Cylinder.GB_Cylinder","0","0","73","1","0.000000","0","0"
"/Game/MainCharacter/Gunblade/GB_BladeScrew.GB_BladeScrew","0","0","73","1","0.000000","0","0"
"/Game/MainCharacter/Gunblade/GB_Blade.GB_Blade","0","0","73","1","0.000000","0","0"
"/Game/MainCharacter/Gunblade/GB_Barrel.GB_Barrel","0","0","73","1","0.000000","0","0"
"/Game/MainCharacter/Gunblade/Blade_shroud.Blade_shroud","0","0","73","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Wooden_Crate/Wooden_crate.Wooden_crate","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Tomes/Open_tome_pages.Open_tome_pages","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Tomes/Open_tome_backing.Open_tome_backing","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Tomes/Tome_pages.Tome_pages","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Tomes/Tome_backing.Tome_backing","0","0","21","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Tavern___shop_signs/Sign_ring.Sign_ring","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Tavern___shop_signs/Sign_body1.Sign_body1","0","0","21","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Tavern___shop_signs/Sign_body.Sign_body","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Tavern___shop_signs/Sign_joint.Sign_joint","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Table/lambert1.lambert1","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Stool/lambert1.lambert1","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Spade/lambert1.lambert1","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Rake/lambert1.lambert1","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Market_stall/Upper_strut.Upper_strut","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Market_stall/Market_connector_strut.Market_connector_strut","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Market_stall/Market_front_strut.Market_front_strut","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Market_stall/market_shelf_support.market_shelf_support","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Market_stall/market_rear_strut.market_rear_strut","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Market_stall/Shelf_smaller_support.Shelf_smaller_support","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Market_stall/Market_shelf_slat.Market_shelf_slat","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Market_stall/Market_drape.Market_drape","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Jug/lambert1.lambert1","0","0","21","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Horse_cart/Slat.Slat","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Horse_cart/Upper_seat.Upper_seat","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Horse_cart/Lower_seat.Lower_seat","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Horse_cart/Support_slat.Support_slat","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Horse_cart/Wheel.Wheel","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Horse_cart/Wheel_spoke.Wheel_spoke","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/City_wall_segments/DD_door_handle.DD_door_handle","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/City_wall_segments/DD_Centre_line.DD_Centre_line","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/City_wall_segments/DD_Main.DD_Main","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/City_wall_segments/Handle_connector.Handle_connector","0","0","21","1","0.000000","0","0"
"/Game/Rose_Assets/Models/City_wall_segments/CW_Upper_wall.CW_Upper_wall","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/City_wall_segments/CW_Lower_Wall.CW_Lower_Wall","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Bunting/Bunting_rope.Bunting_rope","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Bunting/Bunting_flag.Bunting_flag","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Building_segments/Window_segments/Window_base_glass.Window_base_glass","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Building_segments/Window_segments/Window_base.Window_base","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Building_segments/Window_segments/Window_Joint_glass.Window_Joint_glass","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Building_segments/Window_segments/Glass_joints.Glass_joints","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Building_segments/Wall_segment/Updated_wall.Updated_wall","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Building_segments/Roof_to_wall_connection_segments/wall_to_connector_segment.wall_to_connector_segment","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Building_segments/Roof_to_wall_connection_segments/rtw_end_seg.rtw_end_seg","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Building_segments/Right_roof_segments/Right_roof_body.Right_roof_body","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Building_segments/Right_roof_segments/Right_corner_segment.Right_corner_segment","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Building_segments/Right_roof_segments/Right_roof_connector.Right_roof_connector","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Building_segments/Middle_roof_segments/Middle_endpoint.Middle_endpoint","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Building_segments/Middle_roof_segments/Middle_roof_connector.Middle_roof_connector","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Building_segments/Middle_roof_segments/Middle_roof_body.Middle_roof_body","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Building_segments/Left_Roof_segments/Left_roof_body.Left_roof_body","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Building_segments/Left_Roof_segments/Left_corner_segment1.Left_corner_segment1","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Building_segments/Left_Roof_segments/left_roof_connector.Left_roof_connector","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Building_segments/Floor_segment/Floor_base.Floor_base","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Building_segments/Door_segments/Screw.Screw","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Building_segments/Door_segments/D2_Wood_Door.D2_Wood_Door","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Building_segments/Door_segments/D2_Door_Frame.D2_Door_Frame","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Building_segments/Door_segments/D2_Handle.D2_Handle","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Building_segments/Door_segments/D1_Wood_Door.D1_Wood_Door","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Building_segments/Door_segments/D1_Support_Door.D1_Support_Door","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Building_segments/Door_segments/D1_Door_Frame.D1_Door_Frame","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Building_segments/Door_segments/D1_Handle.D1_Handle","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Building_segments/Corner_pillar/Corner_pillar.Corner_pillar","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Broken_wall/Broken_main.Broken_main","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Bench/lambert1.lambert1","0","0","21","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Basket/Basket_base.Basket_base","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Basket/B_handle.B_handle","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Barrier/B_Out_ring.B_Out_ring","0","0","54","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Barrier/B_Front_ring.B_Front_ring","0","0","54","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Barrier/B_back.B_back","0","0","54","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Barrel/Barrel_support_rings.Barrel_support_rings","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Barrel/Barrel_wood.Barrel_wood","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Axe/PM3D_Cylinder3D1_1.PM3D_Cylinder3D1_1","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Horse_cart/horse_connector.horse_connector","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Horse_cart/front_support.front_support","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Horse_cart/front_seat_panel.front_seat_panel","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Horse_cart/Driver_seat.Driver_seat","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Horse_cart/front_seat_base.front_seat_base","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Horse_cart/flatbed.flatbed","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Horse_cart/Axel_support.Axel_support","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Horse_cart/Axel.Axel","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Haymaking_fork/lambert1.lambert1","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Crock_pots/lambert1.lambert1","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Clocktower/Tower_window.Tower_window","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Clocktower/clock_minute.clock_minute","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Clocktower/clock_hour.clock_hour","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Clocktower/clock_face.clock_face","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Clocktower/Clocktower_base.Clocktower_base","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/City_wall_segments/DD_upper_line.DD_upper_line","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/City_wall_segments/Padlock_rod.Padlock_rod","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/City_wall_segments/Rook_top.Rook_top","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/City_wall_segments/Rook_middle.Rook_middle","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/City_wall_segments/Rook_lower.Rook_lower","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/City_wall_segments/Padlock_body.Padlock_body","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/City_wall_segments/Padlock_hole.Padlock_hole","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Models/City_wall_segments/Door_strut.Door_strut","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Textures/Tome_Closed/tome_ver_3/Tome3.Tome3","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Textures/Tome_Closed/tome_ver_2/Tome2.Tome2","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Textures/Tome_Closed/tome_ver_1/Tome1.Tome1","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Textures/Sign/Transmutation_sign/Tavern/tavern.tavern","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Textures/Market_stall/Version_3/drape3.drape3","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Textures/Market_stall/Version_2/drape2.drape2","0","43","1","1","23.093592","0","133"
"/Game/Rose_Assets/Textures/Jug1/Jug.Jug","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Textures/Crocks/crock2.crock2","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Textures/Bunting/v3/bunting3.bunting3","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Textures/Bunting/v2/bunting2.bunting2","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Textures/Building_segments/District_2/Window/Windows_base_d2.Windows_base_d2","0","43","7","1","21.468796","0","179"
"/Game/Rose_Assets/Textures/Building_segments/District_2/Window/Window_joint_glass_d2.Window_joint_glass_d2","0","43","21","1","24.480097","0","147"
"/Game/Rose_Assets/Textures/Building_segments/District_2/Window/window_base_glass_d2.window_base_glass_d2","0","43","1","1","25.101635","0","195"
"/Game/Rose_Assets/Textures/Building_segments/District_2/Window/glass_joints_d2.glass_joints_d2","0","43","15","1","20.859987","0","146"
"/Game/Rose_Assets/Textures/Building_segments/District_2/Wall_segments/Updatedwall2.Updatedwall2","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Textures/Building_segments/District_2/Terrace_floor/Terrace.Terrace","0","43","11","1","20.847849","0","119"
"/Game/Rose_Assets/Textures/Building_segments/District_2/Roof_segments/wall_to_connector_d2.wall_to_connector_d2","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Textures/Building_segments/District_2/Roof_segments/rtw_endseg_d2.rtw_endseg_d2","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Textures/Building_segments/District_2/Roof_segments/Right_segments/Right_middle_d2.Right_middle_d2","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Textures/Building_segments/District_2/Roof_segments/Right_segments/Right_corner_d2.Right_corner_d2","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Textures/Building_segments/District_2/Roof_segments/Right_segments/Right_connector_d2.Right_connector_d2","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Textures/Building_segments/District_2/Roof_segments/Middle_segments/mid_middle_d2.mid_middle_d2","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Textures/Building_segments/District_2/Roof_segments/Middle_segments/Mid_endpoint_d2.Mid_endpoint_d2","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Textures/Building_segments/District_2/Roof_segments/Middle_segments/Mid_connector_d2.Mid_connector_d2","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Textures/Building_segments/District_2/Roof_segments/Left_segments/Left_middle_d2.Left_middle_d2","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Textures/Building_segments/District_2/Roof_segments/Left_segments/Left_corner_d2.Left_corner_d2","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Textures/Building_segments/District_2/Roof_segments/Left_segments/Left_connector_d2.Left_connector_d2","0","0","44","1","0.000000","0","0"
"/Game/Rose_Assets/Textures/Building_segments/District_2/Corner_pillar/Corner_d2.Corner_d2","0","43","10","1","21.243835","0","172"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","2","1","0.000000","0","0"
"/Game/Rose_Assets/Textures/Bench/Bench.Bench","0","0","44","1","0.000000","0","0"
"/Game/Mannequin/Character/Materials/M_Male_Body.M_Male_Body","0","0","156","2","0.000000","0","0"
"/Game/GreyboxingTools/GreyboxMaterials/CartWagon.CartWagon","0","0","21","1","0.000000","0","0"
"/Game/GreyboxingTools/GreyboxMaterials/AlleySideStreet.AlleySideStreet","0","0","21","1","0.000000","0","0"
"/Game/GreyboxingTools/GreyboxMaterials/Ground.Ground","0","0","21","1","0.000000","0","0"
"/Game/GreyboxingTools/GreyboxMaterials/Gate.Gate","0","0","21","1","0.000000","0","0"
"/Game/GreyboxingTools/GreyboxMaterials/Fountain.Fountain","0","0","21","1","0.000000","0","0"
"/Game/GreyboxingTools/GreyboxMaterials/FightRoom.FightRoom","0","0","21","1","0.000000","0","0"
"/Game/GreyboxingTools/GreyboxMaterials/Building.Building","0","0","21","1","0.000000","0","0"
"/Game/GreyboxingTools/GreyboxMaterials/Blockage.Blockage","0","0","21","1","0.000000","0","0"
"/Game/GreyboxingTools/GreyboxMaterials/Artificery.Artificery","0","0","21","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Broken_wall/Broken_chunk.Broken_chunk","0","0","44","1","0.000000","0","0"
"/Game/Enemy/Imp/Textures_Imp/Textures_Imp/Imp.Imp","0","0","24","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","63","1","0.000000","0","0"
"/Game/GreyboxingTools/GreyboxMaterials/Smith.Smith","0","0","33","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
"/Game/ThirdPerson/Meshes/RampMaterial.RampMaterial","0","0","21","1","0.000000","0","0"
"/Game/Enemy/Old/Ch36_Body.Ch36_Body","0","0","24","1","0.000000","0","0"
"/Game/Geometry/Meshes/CubeMaterial.CubeMaterial","0","0","21","1","0.000000","0","0"
"/Game/Enemy/Orc/Texture_Orc/Texture_Orc/Orc_Head.Orc_Head","0","0","24","1","0.000000","0","0"
"/Game/Enemy/Orc/Texture_Orc/Texture_Orc/Orc_Body.Orc_Body","0","0","24","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Scythe/lambert1.lambert1","0","0","12","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Demonstration_files/Wooden_crate.Wooden_crate","0","0","12","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Demonstration_files/wall_to_connector_segment.wall_to_connector_segment","0","0","12","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Demonstration_files/Updated_wall.Updated_wall","0","0","12","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Demonstration_files/Tome_pages.Tome_pages","0","0","12","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Demonstration_files/Tome_backing.Tome_backing","0","0","12","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Demonstration_files/Terrace_floor.Terrace_floor","0","0","12","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Demonstration_files/rtw_end_seg.rtw_end_seg","0","0","12","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Demonstration_files/Corner_pillar.Corner_pillar","0","0","12","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Demonstration_files/Right_corner_segment.Right_corner_segment","0","0","12","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Demonstration_files/Right_roof_body.Right_roof_body","0","0","12","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Demonstration_files/Right_roof_connector.Right_roof_connector","0","0","12","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Demonstration_files/Middle_endpoint.Middle_endpoint","0","0","12","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Demonstration_files/Middle_roof_body1.Middle_roof_body1","0","0","12","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Demonstration_files/Middle_roof_connector.Middle_roof_connector","0","0","12","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Demonstration_files/Left_corner_segment1.Left_corner_segment1","0","0","12","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Demonstration_files/Left_roof_body.Left_roof_body","0","0","12","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Demonstration_files/Left_roof_connector.Left_roof_connector","0","0","12","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Demonstration_files/Floor_base.Floor_base","0","0","12","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Demonstration_files/Open_tome_pages.Open_tome_pages","0","0","12","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Demonstration_files/Open_tome_backing.Open_tome_backing","0","0","12","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Demonstration_files/Basic_block.Basic_block","0","0","12","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Demonstration_files/Basket_base.Basket_base","0","0","12","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Demonstration_files/B_handle.B_handle","0","0","12","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Demonstration_files/Barrel_wood.Barrel_wood","0","0","12","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Demonstration_files/Barrel_support_rings.Barrel_support_rings","0","0","12","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Demonstration_files/B_FPost.B_FPost","0","0","12","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Demonstration_files/B_FBody.B_FBody","0","0","12","1","0.000000","0","0"
"/Game/Rose_Assets/Models/Building_segments/Window_segments/Shutter_cover.Shutter_cover","0","0","12","1","0.000000","0","0"
